budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
55000000, Action Adventure Fantasy,http://www.forbiddenkingdommovie.com/,1729, tempel shaolin teenager urination staff warrior monkeyking,en,The Forbidden Kingdom,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",17.097041,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-18,127906624,104.0,Released,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,6.3,461
55000000, Animation Comedy Family,,175574, holay thanksgiving freedom duringcreditsstinger d,en,Free Birds,"In this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.",14.414937,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-30,110000000,91.0,Released,Hang On To Your Nuggets,Free Birds,5.7,254
50000000, ScienceFiction Action Horror,,8077, prison andro spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorph,en,Alien³,"After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can.",45.856409,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-05-22,159773545,114.0,Released,The bitch is back.,Alien³,6.2,1633
55000000, History Drama Music,http://en.wikipedia.org/wiki/Evita_(film),8818, prostitute deification dancehallhostess perufnism argentinepresent risetopower singingnarrator soccerball,en,Evita,"The hit musical based on the life of Evita Duarte, a B-movie Argentinian actress who eventually became the wife of Argentinian president and dictator Juan Perón, and the most beloved and hated woman in Argentina.",7.027139,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",1996-12-14,141047179,134.0,Released,The Most Anticipated Motion Picture Event of The Year,Evita,5.9,120
55000000, Action Thriller Crime Adventure,,8195, paris france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoround,en,Ronin,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",32.657488,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-09-25,41610884,122.0,Released,Your ally could become your enemy.,Ronin,6.7,658
50000000, Adventure,,10586, africa lion brge basedontruestory kenya animalattack lionattack colonialism swahili,en,The Ghost and the Darkness,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",12.46525,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-10-11,75000000,109.0,Released,Prey For The Hunters,The Ghost and the Darkness,6.4,236
55000000, Family Comedy,http://www.paddington.com/,116149, england trainstation basedonnovel bear anthropomorphism talkingtoanimals childrensbook,en,Paddington,"A young Peruvian bear with a passion for all things British travels to London in search of a home. Finding himself lost and alone at Paddington Station, he begins to realize that city life is not all he had imagined - until he meets the kindly Brown family, who read the label around his neck ('Please look after this bear. Thank you.') and offer him a temporary haven. It looks as though his luck has changed until this rarest of bears catches the eye of a museum taxidermist...",39.882276,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-27,259207227,95.0,Released,The Adventure Begins,Paddington,7.0,883
68000000, Comedy,,80035, usa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighbor,en,The Watch,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",39.395881,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-07-26,68267862,98.0,Released,Got Protection?,The Watch,5.3,881
55000000, Drama Action Thriller Crime,,10632, hunter fbi knife balkanwar woods psychopathickiller slaughter survivalist maniac specialforces killingspree combat exsoldier darkpast manhunt goryviolence,en,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",8.634954,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-11,34234008,94.0,Released,Some men should not be found.,The Hunted,6.0,189
55000000, Comedy,,1792, sex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese,en,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",8.802525,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-12-10,33828318,118.0,Released,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,5.1,188
60000000, Animation Adventure Family Comedy,,72197, rivalry stopmotion pirate aftercreditsstinger duringcreditsstinger,en,The Pirates! In an Adventure with Scientists!,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",23.700759,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-03-12,118338361,88.0,Released,It's A Plunderful Life,The Pirates! In an Adventure with Scientists!,6.4,374
55000000, Crime Drama Mystery,http://www.changelingmovie.net,3580, corruption mother nudity minister power public government police reunion murder conspiracy losangeles missing motherlove criticism,en,Changeling,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",27.50916,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-30,113020255,141.0,Released,"To find her son, she did what no one else dared.",Changeling,7.3,1131
50000000, Action Drama ScienceFiction Thriller,,12123, fbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstinger,en,Chain Reaction,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,20.58862,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-02,60209334,107.0,Released,Reaction Time 8-4-96,Chain Reaction,5.3,284
55000000, Drama Mystery Thriller,,9566, sport luck sanfranciscogiants childcustody baseballpitcher baseballfan psychoticfan sportsagent drivingrange steamroom,en,The Fan,"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.",4.366488,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-15,18626419,116.0,Released,All fans have a favorite player.  This one has a favorite target.,The Fan,5.7,194
70000000, Thriller Drama Romance,,9833, dancing obsession auction wheelchair rose productplacement musical remake tragicvillain blackandwhite rooftop heroine disfiguredface basedonstagemusical theater disfigurementmask breakingmirror operasinger s,en,The Phantom of the Opera,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love",18.927463,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-08,154648887,143.0,Released,The classic musical comes to the big screen for the first time.,The Phantom of the Opera,7.0,438
55000000, Drama History Romance,,4517, england assassination spain virgin colony governance queenelizabethi religiouswar tudors execution mdleages catholicism seabattle palaceintrigue,en,Elizabeth: The Golden Age,"When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard to the lives of her people.",15.274137,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-09,74237563,114.0,Released,Woman. Warrior. Queen.,Elizabeth: The Golden Age,6.6,303
